account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls
132,0,0,181.1,121,314.4,109,246.7,81,4.2,9,2
140,0,24,235.4,92,160.9,71,211.9,99,8.9,2,3
103,0,0,206.5,125,180.2,113,220.6,95,12.2,4,3
34,0,26,193.4,91,198.3,94,257.2,94,9.5,5,2
157,0,0,102.9,94,229.1,96,198.7,129,13.6,2,1
99,0,0,191.2,110,163.9,102,243.6,114,14.1,3,1
96,0,0,149.2,125,210.6,119,290.5,102,9.4,3,4
78,0,0,155.0,106,175.3,101,155.6,125,11.8,5,2
96,0,0,183.9,88,109.2,86,190.2,78,16.6,7,2
82,0,0,207.2,114,163.7,97,192.8,79,9.3,4,7
48,0,0,247.6,114,172.3,110,264.4,107,7.1,3,1
28,0,0,180.8,109,288.8,58,191.9,91,14.1,6,2
77,0,24,149.4,74,123.9,72,174.3,84,10.1,6,1
117,1,0,158.1,101,315.1,96,176.1,108,13.9,2,3
147,1,0,225.2,111,184.9,98,143.2,146,9.9,1,0
85,1,0,216.0,73,188.2,117,147.1,98,3.6,7,2
37,0,0,191.1,69,129.2,113,207.5,117,12.9,1,0
105,0,0,147.7,103,222.7,78,163.5,102,12.8,3,2
124,0,30,144.5,35,262.3,101,226.5,82,12.0,7,2
55,0,8,222.5,104,171.5,94,377.5,114,9.7,2,1
119,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2
154,0,0,162.0,87,199.5,147,243.0,66,1.1,5,1
44,0,20,184.8,105,195.0,169,130.1,121,11.6,3,1
81,0,0,139.8,98,247.2,103,241.0,113,11.7,3,3
171,0,0,270.5,69,230.0,112,136.0,111,9.6,5,1
58,0,0,210.1,126,248.9,108,158.6,88,14.4,2,4
90,1,0,207.1,87,208.5,87,146.0,95,4.4,5,2
49,0,0,171.5,86,188.8,85,155.1,82,8.5,2,2
101,0,0,153.8,89,234.0,89,196.3,77,11.6,2,4
53,0,37,167.3,99,194.7,99,236.7,112,12.0,9,2
102,0,0,69.7,85,226.5,107,128.5,104,11.1,2,2
32,0,26,266.7,109,232.3,107,212.8,98,16.3,4,1
25,0,0,144.1,111,224.8,89,132.9,110,13.6,3,4
117,0,0,212.1,133,276.6,94,195.5,124,9.5,3,2
137,0,0,242.1,118,191.0,93,218.6,50,14.7,2,3
86,0,29,225.4,79,187.1,112,281.1,112,12.9,3,1
135,0,28,201.4,100,246.5,117,154.8,131,12.9,4,2
112,0,0,85.2,102,153.2,118,142.6,107,8.2,4,1
75,0,42,248.9,93,170.8,108,104.5,91,11.2,8,1
103,0,36,87.2,92,169.3,110,166.7,80,10.9,5,6
82,0,0,189.2,81,184.4,117,255.8,83,10.6,5,3
27,0,0,236.7,110,231.9,92,164.7,85,12.7,6,1
144,0,0,201.1,99,303.5,74,224.0,119,13.2,2,1
80,0,0,209.9,74,195.1,77,208.2,119,8.8,4,2
68,0,0,222.1,107,199.4,102,162.4,107,9.4,3,2
101,0,0,158.4,92,188.0,117,219.7,125,13.5,4,4
129,0,0,159.1,100,202.5,90,233.1,96,11.5,6,2
69,0,0,135.4,101,238.1,124,195.6,102,10.6,2,1
170,0,0,222.8,82,148.2,105,231.1,75,13.3,5,1
76,0,0,143.3,98,309.1,101,207.3,122,11.4,3,2
48,0,0,198.2,73,202.8,115,146.4,73,5.1,5,1
120,0,24,227.5,81,234.9,71,166.4,128,9.0,13,1
117,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0
54,0,33,112.0,90,208.0,112,150.3,83,11.3,4,2
78,0,32,210.3,116,192.2,83,246.1,92,10.8,4,6
125,0,36,201.3,117,42.2,78,125.7,104,5.4,3,1
69,0,0,245.6,128,173.0,101,111.8,118,14.2,7,2
92,0,0,138.1,131,175.7,128,192.7,119,10.0,3,3
119,0,0,260.1,101,256.5,68,229.1,89,10.0,2,1
121,0,0,217.3,79,218.0,106,166.5,69,11.5,7,1
151,0,0,156.4,108,233.4,118,195.7,141,7.7,6,4
138,0,33,155.2,139,268.3,79,186.4,71,9.7,4,3
130,0,0,183.0,112,72.9,99,181.8,78,9.5,19,0
149,0,0,117.2,99,227.7,74,221.7,141,9.0,7,1
127,1,0,176.9,110,167.9,100,182.2,138,7.7,2,1
29,0,0,313.2,103,216.3,151,218.4,106,12.8,4,2
60,0,0,135.4,134,205.9,85,204.0,103,7.9,4,1
125,0,0,229.3,103,177.4,126,189.3,95,12.0,8,1
93,0,0,179.5,121,191.9,131,165.5,125,12.0,4,0
126,0,31,278.0,88,253.2,65,223.2,114,8.7,4,0
84,0,0,204.1,132,164.4,117,165.1,123,0.0,0,1
115,0,0,275.5,76,225.8,82,327.3,87,4.8,2,3
111,0,0,132.6,125,221.1,67,127.9,101,12.7,2,4
70,0,0,229.3,110,118.2,89,155.0,105,7.9,4,1
145,0,10,190.7,100,177.7,114,167.3,100,12.8,2,0
48,0,0,210.8,84,189.6,98,157.6,99,16.4,3,2
87,0,0,240.0,83,134.1,106,189.1,84,9.3,2,0
81,0,0,140.8,97,211.5,109,216.9,53,12.2,4,0
105,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0
98,0,30,110.3,71,182.4,108,183.8,88,11.0,8,2
136,0,0,204.5,63,208.8,95,224.0,119,9.8,2,0
136,1,0,256.8,90,230.1,104,143.6,82,9.1,10,3
96,1,0,200.6,117,289.5,120,98.3,95,11.2,5,2
107,1,0,234.1,91,163.1,105,282.5,100,10.0,3,1
153,0,0,193.8,90,195.3,121,182.7,108,8.5,3,1
128,0,0,227.9,130,302.6,71,191.5,82,5.5,7,1
71,0,0,258.4,132,126.8,119,182.4,87,9.7,8,4
64,0,0,219.6,126,303.3,100,154.5,65,9.7,5,1
116,0,0,133.3,94,247.8,126,219.0,78,11.3,5,5
151,0,0,178.7,116,292.1,138,265.9,101,9.8,4,0
100,0,20,123.7,98,200.8,125,181.0,118,9.6,5,1
62,0,33,186.4,84,201.0,136,286.7,103,11.1,3,2
94,0,0,114.4,115,183.9,79,205.2,78,5.9,2,3
161,0,0,72.8,120,267.1,120,222.5,91,11.8,2,2
87,0,0,171.6,119,205.0,107,170.6,114,13.8,4,0
100,0,0,210.9,85,329.3,69,127.1,78,9.4,5,4
38,0,0,281.1,113,236.1,82,230.1,60,10.9,3,1
101,0,0,231.3,87,224.7,88,214.6,69,7.2,7,1
90,1,0,127.2,94,221.1,108,110.7,106,11.2,3,2
113,0,0,156.0,141,256.8,72,175.3,123,11.9,5,2
173,0,0,191.4,114,168.5,138,109.3,99,10.3,3,1
127,0,0,145.0,106,230.3,99,164.9,103,12.7,3,1
102,0,0,271.1,80,172.0,133,169.2,105,10.3,5,1
108,0,0,73.8,105,143.4,114,170.2,98,10.9,3,2
80,0,0,195.6,111,221.5,122,182.0,89,10.8,1,1
131,0,0,264.2,118,180.0,89,223.9,104,10.7,1,2
116,0,19,155.7,104,185.4,118,192.7,116,8.2,2,3
110,0,0,220.9,100,279.6,76,239.8,107,13.5,9,1
81,0,36,115.9,120,236.6,95,255.0,90,11.7,6,3
171,0,0,137.5,110,198.1,109,292.7,131,13.3,5,2
61,0,15,252.4,106,187.8,69,259.6,137,10.0,3,2
74,0,38,176.0,84,288.2,103,178.2,86,14.8,5,2
52,0,0,257.9,80,220.7,82,225.4,70,16.8,3,2
109,0,0,170.7,101,240.2,82,119.0,112,11.4,4,2
133,0,49,229.4,78,219.5,106,172.3,115,12.0,4,3
80,0,0,157.0,101,208.8,127,113.3,109,16.2,2,2
66,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1
92,0,31,172.3,116,266.2,91,228.2,90,11.8,5,1
160,0,29,164.6,121,262.8,108,123.8,131,15.2,4,1
80,0,0,202.4,118,260.2,67,177.4,112,9.2,5,3
67,0,40,104.9,65,216.3,93,217.4,128,9.6,9,1
81,0,46,168.3,124,270.9,103,222.5,98,6.7,2,4
50,0,0,301.7,82,167.1,118,72.2,89,10.5,6,1
94,1,0,243.2,109,147.0,88,94.9,99,7.2,4,4
85,0,30,173.1,107,247.2,101,158.7,104,11.5,5,1
59,0,0,145.8,95,228.3,81,247.5,87,9.6,5,0
78,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2
92,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2
178,1,0,124.5,134,141.2,78,268.2,113,11.4,2,2
3,0,23,205.5,102,209.5,83,182.3,99,6.4,4,0
143,0,0,155.4,112,290.9,92,228.4,91,13.9,5,1
119,0,32,186.4,75,206.9,92,150.6,80,12.1,2,1
71,0,22,141.4,107,163.0,105,220.0,99,5.6,3,2
50,0,0,188.9,94,203.9,104,151.8,124,11.6,8,3
60,0,0,194.2,107,174.0,107,89.3,83,11.2,2,2
113,0,32,180.4,89,129.4,124,166.9,124,8.4,2,1
95,0,0,157.9,103,259.6,90,230.0,117,14.0,2,0
86,0,0,234.6,102,268.3,109,195.6,102,11.6,4,1
133,0,0,171.8,64,177.1,83,223.0,96,10.3,4,1
113,0,0,193.1,93,206.4,85,215.9,102,11.1,2,1
68,0,0,237.1,105,223.5,105,97.4,79,13.2,2,1
98,1,0,158.4,71,306.6,66,144.2,93,2.1,4,1
134,0,0,107.0,146,220.0,116,149.8,108,7.2,3,2
158,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1
76,0,0,169.5,77,124.0,87,219.4,92,10.0,3,0
87,0,0,153.3,106,224.5,117,273.4,152,8.9,5,2
150,0,28,174.4,75,169.9,80,201.6,130,11.0,4,1
119,1,15,160.0,95,209.5,110,82.3,107,8.7,5,5
98,0,38,213.7,61,253.0,104,207.7,73,10.7,5,2
107,0,0,103.4,94,189.3,125,227.2,125,14.4,3,1
129,0,23,210.7,119,137.4,51,248.2,92,7.9,6,2
73,0,33,129.8,112,225.3,96,262.5,104,8.6,3,1
106,0,0,274.4,120,198.6,82,160.8,62,6.0,3,1
96,0,0,160.2,117,267.5,67,228.5,68,9.3,5,2
80,0,0,127.8,67,181.6,112,197.3,63,15.9,2,2
58,0,29,239.6,84,182.1,80,118.3,100,11.0,3,2
168,0,0,183.2,131,179.2,73,292.8,100,9.9,5,2
145,0,31,216.0,94,225.1,123,234.7,109,10.7,1,2
100,0,30,58.8,104,219.5,107,152.3,118,7.1,3,0
59,0,26,205.4,68,115.0,115,214.7,130,9.4,2,5
153,0,0,195.4,107,154.6,96,142.8,97,11.6,6,1
114,0,36,309.9,90,200.3,89,183.5,105,14.2,2,1
74,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1
112,0,0,167.6,100,154.5,90,281.4,107,17.3,3,2
117,0,25,216.0,140,224.1,69,267.9,112,11.8,4,0
104,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0
81,0,0,198.4,93,210.9,108,193.3,71,10.4,6,2
122,0,21,196.0,104,194.7,73,150.8,92,9.6,4,0
51,0,0,212.9,80,236.1,57,187.6,99,8.8,4,2
40,0,0,81.7,123,210.2,108,212.0,64,11.3,3,6
141,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3
137,0,0,127.0,107,323.2,75,143.9,127,7.5,2,1
110,1,0,293.3,79,188.5,90,266.9,91,14.5,4,0
122,0,33,174.9,103,248.2,105,164.6,116,13.5,3,1
102,0,0,228.1,86,156.0,97,227.9,124,10.6,9,1
62,0,0,196.2,107,103.9,104,203.8,88,13.2,4,1
26,0,0,150.0,63,225.0,90,202.3,99,9.2,5,3
125,0,0,163.8,73,255.6,85,192.9,95,15.7,4,0
137,0,0,144.0,90,181.6,100,128.1,93,12.3,2,0
159,0,15,113.9,102,145.3,146,195.2,137,11.8,9,1
82,0,0,199.3,112,193.4,120,254.4,117,7.0,10,0
151,0,17,214.7,97,138.5,90,169.1,44,8.6,4,1
178,0,0,225.4,104,110.7,90,134.1,109,15.3,5,2
113,0,0,126.0,90,205.8,92,217.0,121,12.8,1,0
62,0,0,86.3,84,238.7,99,238.4,79,12.5,1,2
123,1,0,125.5,106,128.9,96,251.9,129,6.3,6,4
107,0,0,156.3,75,215.3,93,118.2,115,8.8,2,1
121,0,31,263.1,70,279.3,118,127.1,143,9.7,4,5
62,0,0,182.3,101,328.2,93,245.0,131,11.2,1,2
148,0,0,216.2,95,185.7,105,300.0,143,10.0,5,2
166,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1
51,0,24,179.2,76,253.3,64,196.5,108,15.1,3,1
96,1,0,99.8,101,253.6,83,112.5,75,7.5,6,0
94,0,0,220.8,111,156.2,67,187.9,89,10.5,4,2
95,0,0,133.0,94,196.6,126,181.0,128,9.9,3,4
72,0,27,111.7,68,252.8,106,255.5,109,7.8,4,1
101,0,0,239.0,156,273.0,106,278.2,93,13.5,8,1
117,0,0,110.4,122,242.9,103,170.4,75,13.9,5,1
32,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2
120,0,33,299.5,83,163.4,84,146.7,88,11.6,5,0
81,0,0,176.1,113,162.0,80,160.9,83,11.9,4,1
102,0,29,214.7,86,314.3,109,280.2,110,14.3,2,0
103,0,0,158.7,90,198.4,117,181.1,76,10.5,4,1
104,0,0,130.5,77,131.2,117,264.7,63,13.0,6,0
92,0,0,250.6,100,41.7,94,186.2,100,9.7,6,2
65,0,0,158.8,53,188.5,132,189.3,87,9.8,4,2
52,1,0,251.4,118,196.6,80,192.0,53,11.0,2,0
79,0,0,157.5,90,223.8,83,241.1,98,12.2,4,1
102,0,0,200.6,106,152.5,127,199.4,128,7.7,2,3
140,0,0,160.5,114,240.5,103,233.5,121,11.3,4,1
120,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3
108,0,0,112.0,105,193.7,110,208.9,93,4.1,4,4
68,0,29,239.5,82,203.8,105,167.8,70,9.9,6,0
60,1,0,183.0,110,206.7,93,203.8,119,11.1,6,1
87,0,0,129.5,104,194.0,133,287.9,65,7.2,7,2
84,0,0,109.1,114,231.4,113,274.0,112,9.6,4,0
126,0,0,175.4,120,98.3,71,201.9,93,10.6,1,0
120,0,0,146.0,58,208.7,103,215.5,91,11.9,2,0
88,0,0,172.8,81,193.4,90,89.6,107,12.8,5,2
39,0,0,189.6,89,251.6,116,230.9,105,5.4,8,3
125,1,0,158.7,112,155.7,126,246.0,110,8.3,1,2
80,0,0,124.3,100,173.0,107,253.2,62,7.9,9,1
96,0,29,150.0,91,159.4,75,228.1,55,8.5,3,1
39,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1
138,0,0,220.2,89,88.3,125,195.3,79,12.9,5,0
136,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0
169,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2
90,0,31,118.5,92,257.9,76,186.2,96,9.0,6,1
66,0,0,170.5,103,254.3,77,197.3,138,10.5,2,2
120,0,0,253.2,95,210.8,86,253.9,81,9.5,4,5
105,1,0,274.0,156,263.0,69,195.9,93,11.3,3,3
59,0,0,163.5,107,187.1,91,179.1,100,10.3,1,2
112,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1
135,0,0,247.2,61,168.7,122,169.8,100,6.6,1,0
81,1,32,229.0,80,221.0,113,291.4,91,12.4,5,1
65,0,0,180.3,84,199.9,129,280.1,62,12.1,1,3
105,0,0,181.3,134,136.0,84,271.2,122,10.3,3,1
87,1,0,207.8,113,182.2,129,163.4,98,13.0,3,1
61,0,27,187.5,124,146.6,103,225.7,129,6.4,6,4
118,0,0,189.3,119,233.5,112,270.9,104,10.0,1,2
192,0,0,221.6,101,285.2,50,167.4,83,12.7,6,4
91,0,0,159.0,109,255.1,142,82.4,73,10.1,4,0
163,0,0,191.3,89,193.9,87,268.4,121,12.8,4,1
132,0,0,240.1,115,180.4,91,133.4,122,8.0,6,3
180,0,0,253.9,69,184.2,138,174.3,83,0.4,7,1
66,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1
79,0,0,81.2,91,215.7,126,245.9,85,10.9,4,1
107,0,0,260.6,81,246.1,116,243.3,117,12.8,9,0
136,0,21,179.4,88,181.1,97,320.7,120,9.5,4,2
78,0,28,130.5,109,173.3,99,192.2,106,10.4,3,3
148,0,25,230.7,102,233.8,109,215.8,90,13.5,2,3
128,0,0,216.0,111,153.7,115,227.0,74,12.7,4,1
70,0,0,176.5,85,119.2,93,227.7,90,8.7,5,1
102,0,0,95.6,88,167.6,106,177.3,95,9.8,2,3
77,0,0,230.0,87,103.2,138,309.6,136,11.3,3,2
63,0,26,214.2,80,253.0,152,156.4,109,10.3,2,2
42,0,0,251.1,81,178.3,106,184.6,90,12.7,5,0
124,0,0,178.3,102,235.0,120,239.7,119,10.9,1,3
124,0,0,182.7,98,197.2,93,220.6,105,8.1,4,1
133,0,0,113.3,137,160.2,103,228.8,98,10.1,7,2
87,0,21,214.0,113,180.0,114,134.5,82,10.6,5,0
105,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2
73,0,31,194.4,104,176.0,84,230.1,110,11.5,3,0
92,0,25,79.8,99,313.6,120,135.5,104,9.3,8,2
88,0,0,142.2,107,262.4,84,139.2,99,10.1,5,1
93,0,0,131.9,91,203.8,92,205.6,121,6.8,3,1
87,0,0,176.6,83,221.6,101,185.3,89,9.4,1,0
76,0,0,272.7,97,236.4,95,235.5,105,7.7,2,0
146,1,0,111.1,126,313.4,95,215.7,82,10.5,6,1
121,0,0,168.6,121,168.6,94,95.3,59,12.3,4,1
141,0,22,215.4,123,328.7,98,160.5,89,7.8,6,1
64,0,19,291.1,150,226.7,123,219.1,67,7.5,2,1
106,0,0,187.1,104,250.2,117,144.9,81,11.0,3,1
77,0,0,208.8,117,175.4,81,171.5,105,13.4,3,0
123,0,0,132.2,122,169.9,101,150.1,123,12.9,11,3
137,0,0,137.5,102,176.0,98,210.6,88,10.4,6,0
78,0,0,157.3,61,242.0,119,196.0,107,10.6,1,1
106,0,0,114.4,104,78.3,101,232.7,78,0.0,0,2
160,0,0,234.9,136,270.8,134,219.3,101,13.9,2,1
73,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0
117,0,0,128.6,92,191.7,61,121.7,117,12.4,9,2
56,0,0,146.1,57,196.2,97,310.1,110,9.2,3,0
112,0,0,168.4,53,187.5,68,204.5,125,9.8,3,1
141,0,0,242.8,90,234.1,80,211.5,104,6.0,3,5
114,0,31,222.8,98,180.5,105,151.3,101,13.0,4,0
78,1,20,252.8,102,217.6,105,107.3,93,11.2,3,0
58,0,22,224.1,127,238.8,85,174.2,86,11.5,7,2
95,0,0,142.5,109,176.1,107,189.6,88,8.2,3,2
122,0,0,93.3,109,214.4,104,176.7,104,12.1,2,0
63,0,0,211.7,107,271.7,77,203.3,108,7.4,7,0
85,0,0,116.9,75,183.3,109,307.4,119,10.0,8,2
136,0,35,205.5,86,298.5,119,214.2,104,6.9,4,1
115,0,37,184.1,67,159.4,104,193.3,121,13.3,3,0
118,0,0,224.6,94,225.9,120,269.0,105,12.5,8,2
100,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0
42,0,0,139.4,109,223.8,121,244.9,105,4.6,3,1
111,0,36,166.2,54,238.8,109,108.8,92,11.2,2,3
19,0,0,201.5,123,129.2,110,220.6,98,12.9,4,1
107,0,0,86.8,95,108.1,85,204.3,87,13.2,3,1
75,0,19,210.3,90,241.8,87,215.7,102,13.1,3,4
121,0,0,190.7,103,183.5,117,220.8,103,9.8,4,3
113,0,0,72.5,88,204.0,112,117.9,118,6.6,3,1
56,0,0,210.4,80,176.6,96,149.7,56,15.5,4,1
125,0,0,182.3,64,139.8,121,171.6,96,11.6,7,2
47,0,30,136.5,101,174.9,74,146.4,91,10.9,3,2
99,0,19,87.7,103,223.0,86,182.3,112,7.3,4,2
117,0,13,207.6,65,152.7,77,232.8,95,9.7,3,1
1,0,0,196.1,107,296.5,82,211.5,91,7.0,2,1
70,0,0,7.9,100,136.4,83,156.6,89,12.1,1,0
103,0,0,147.3,81,158.4,88,193.8,103,11.0,3,2
34,0,0,128.8,80,208.7,93,202.1,103,14.0,7,1
161,0,0,107.5,121,256.4,46,247.2,131,12.6,3,2
105,1,29,220.7,82,217.7,110,190.5,100,13.2,6,1
50,0,0,131.7,108,216.5,103,196.1,126,11.0,5,1
25,0,0,114.4,114,201.1,97,238.4,121,11.6,4,3
107,0,31,160.3,45,221.5,70,261.6,109,5.6,1,1
89,0,0,234.8,95,109.7,87,180.3,99,10.4,2,0
105,1,0,150.0,106,293.8,123,250.7,65,10.3,7,3
20,0,35,171.5,98,153.1,127,165.6,125,7.1,3,0
96,0,0,178.0,140,294.6,125,242.2,91,12.0,6,2
117,0,0,150.5,121,345.1,132,183.9,97,8.3,2,0
107,0,0,220.1,103,200.4,94,272.6,147,7.4,5,2
77,0,0,184.7,130,194.0,105,249.1,91,9.0,4,1
184,1,0,213.8,105,159.6,84,139.2,137,5.0,10,2
181,0,27,190.3,93,249.0,127,215.7,82,10.6,4,1
65,0,21,135.1,120,238.4,90,286.4,93,11.0,9,4
94,1,23,197.1,125,214.5,136,282.2,103,9.5,5,4
127,0,0,262.9,95,175.9,126,202.1,101,7.5,5,1
88,0,37,181.7,88,237.4,106,209.1,111,9.5,5,2
92,0,0,197.2,113,242.3,116,192.0,76,11.0,5,2
105,0,0,119.3,82,185.1,111,157.0,74,10.9,4,2
102,0,48,134.0,83,234.3,128,197.3,107,7.8,4,6
52,0,0,288.2,108,129.6,136,229.6,73,9.6,5,4
72,0,0,141.9,98,188.1,63,115.2,49,12.0,5,2
136,0,16,90.4,105,201.3,109,227.1,115,13.1,4,0
101,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5
146,0,0,174.3,113,200.7,107,281.2,145,11.6,3,4
155,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0
79,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1
89,0,0,144.2,74,164.7,119,279.2,121,12.1,7,4
116,0,0,63.7,101,195.8,95,210.1,87,10.0,6,1
31,0,0,229.1,120,172.4,79,243.6,102,11.0,4,3
73,0,31,82.3,105,256.1,91,229.6,98,11.8,2,6
73,0,0,240.3,130,162.5,83,231.9,136,11.9,3,0
131,0,29,42.1,114,183.3,70,158.7,82,10.0,1,0
60,1,45,135.6,101,94.9,73,154.0,118,9.8,3,4
85,0,0,183.4,111,168.8,98,199.7,97,9.9,4,4
67,0,0,102.8,93,137.8,91,158.9,110,8.9,5,1
73,0,0,214.3,145,268.5,135,241.2,92,10.8,13,1
135,0,0,129.4,104,199.0,96,142.4,81,12.3,4,1
174,0,33,167.8,91,205.3,91,130.0,132,14.5,4,4
27,0,0,226.3,95,274.3,109,242.7,119,8.2,3,2
86,0,23,247.6,65,255.7,104,150.0,138,7.3,5,3
90,0,0,102.0,118,113.3,134,188.6,105,11.4,3,2
142,0,0,232.5,74,181.8,142,203.1,86,10.4,6,4
109,0,0,134.3,99,203.9,103,297.7,91,7.6,2,3
16,1,0,110.0,91,147.3,75,190.5,73,6.4,7,0
126,0,0,211.6,70,216.9,80,153.5,60,7.8,1,1
100,0,29,213.6,127,175.9,82,207.2,100,8.9,3,1
60,0,0,221.1,106,178.6,48,202.7,90,7.4,3,1
72,0,0,207.8,92,195.7,110,184.8,124,13.1,4,0
86,0,0,166.2,112,255.3,81,228.1,97,5.4,7,1
62,0,0,238.9,102,161.4,115,248.5,103,13.4,4,0
225,0,0,165.4,106,273.7,109,210.0,93,8.7,3,0
84,0,0,148.8,89,189.8,93,147.6,73,6.3,2,1
86,0,0,150.5,92,120.3,95,271.2,96,9.0,2,1
114,0,0,108.3,95,168.3,104,153.1,109,9.1,2,1
139,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1
112,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0
130,0,0,207.1,70,200.1,115,194.2,100,12.4,2,1
106,0,0,235.2,121,220.6,87,236.3,91,11.8,4,1
81,0,0,154.5,84,216.2,91,229.8,82,13.7,3,1
105,0,0,132.3,105,144.5,89,195.5,127,5.4,3,0
115,0,0,245.2,105,159.0,109,229.9,74,7.2,8,0
108,0,0,157.3,83,162.8,75,112.0,101,9.7,4,1
64,0,31,281.9,121,240.6,104,212.2,120,7.0,5,3
21,0,0,146.0,78,109.7,79,247.4,108,6.8,7,0
152,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3
140,0,0,148.3,86,184.2,151,179.1,83,10.9,4,0
79,0,17,236.7,95,263.5,56,259.6,107,12.0,4,1
87,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1
38,0,25,142.4,106,313.7,109,126.6,117,13.4,6,2
65,0,0,207.7,109,217.5,117,125.6,111,8.0,5,1
120,1,0,202.0,123,184.3,78,176.0,89,7.4,2,2
160,0,0,176.2,90,196.0,115,263.9,95,9.2,4,1
27,0,0,232.1,81,210.8,101,165.4,87,15.0,6,5
25,0,0,119.3,87,211.5,101,268.9,86,10.5,4,3
71,0,0,278.9,110,190.2,67,255.2,84,11.7,7,0
46,0,0,199.2,111,175.1,83,210.6,84,10.2,2,3
74,0,0,106.4,84,140.2,104,90.9,81,11.4,3,1
136,0,0,221.4,120,249.5,78,192.0,68,13.6,2,0
121,0,0,103.3,110,129.1,82,167.1,113,10.7,3,0
119,0,0,231.5,82,266.9,97,211.0,118,7.4,10,1
157,0,0,229.8,90,147.9,121,241.4,108,9.6,7,3
118,0,0,140.4,112,187.1,60,207.9,155,7.9,1,0
122,1,0,168.8,86,237.6,98,204.3,94,5.3,9,1
60,1,0,205.9,97,277.4,117,202.0,139,11.0,2,0
134,0,0,242.4,126,152.9,115,318.3,115,11.8,6,1
193,0,0,170.9,124,132.3,95,112.9,89,11.6,3,1
136,1,29,85.2,98,230.4,85,243.6,104,9.0,3,2
131,0,0,196.1,89,185.5,87,250.0,132,5.2,6,2
58,0,0,238.9,107,187.2,88,181.1,84,11.8,3,2
91,0,0,153.2,70,231.7,91,115.1,80,9.8,3,4
147,0,35,110.8,123,199.2,81,212.9,77,8.9,4,2
117,0,31,104.9,115,237.6,125,263.4,104,7.7,6,3
61,0,40,105.0,78,180.6,100,174.1,115,10.2,2,2
137,0,0,215.9,76,145.4,118,186.9,129,12.1,4,1
104,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2
97,1,0,143.7,117,273.0,82,178.3,81,10.9,3,0
232,0,0,165.6,104,195.9,115,118.3,77,11.8,3,1
45,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1
86,0,0,83.5,96,221.1,63,349.7,75,12.6,3,0
111,0,0,110.4,103,137.3,102,189.6,105,7.7,6,2
8,0,0,176.0,97,234.2,136,193.5,134,8.5,5,1
161,0,39,218.5,76,112.7,94,205.1,121,7.3,4,1
113,1,0,125.2,93,206.4,119,129.3,139,8.3,8,0
41,0,0,232.1,74,327.1,88,226.5,119,10.9,2,3
125,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0
92,0,0,249.4,118,211.5,95,169.0,116,9.1,3,0
52,0,0,165.9,122,212.2,107,202.1,94,8.3,3,1
63,0,19,163.0,75,238.4,103,171.8,100,11.3,3,3
82,0,23,123.7,93,139.1,74,174.5,118,10.6,2,1
86,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2
138,0,26,183.9,83,240.7,93,185.7,125,15.0,3,1
121,0,22,212.3,107,238.0,94,332.8,114,10.4,2,1
69,1,0,199.7,121,189.4,92,264.0,120,11.1,4,6
125,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2
115,0,16,133.3,110,185.7,111,161.5,113,5.6,4,2
95,0,32,247.0,109,125.6,91,226.5,90,10.5,4,3
43,0,0,135.8,125,163.2,88,229.8,106,12.6,3,0
190,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2
120,0,31,211.0,117,238.7,77,184.5,99,14.0,8,1
121,0,12,127.2,56,241.6,114,176.6,84,13.2,3,3
177,0,0,175.4,99,155.3,83,179.4,86,11.5,3,1
